client_reference,full_customer_name,contact_email,transaction_ref,item_reference,transaction_date,amount_paid,payment_status,delivery_status,customer_segment,region,product_line,quantity_ordered,unit_cost,total_value,discount_applied,shipping_fee,tax_amount,notes_comments,last_modified_timestamp
CLI_0226,Jane Doe,reconcile232@test.com,TXN_00744,ITM_157,11/8/2023,908.36,COMPLETED,IN_TRANSIT,PREMIUM,WEST,HOME,8,239.72,503.98,1.12,6.32,29.43,,2023-08-08T18:30:00.000Z
CLI_0010,John Smith,reconcile233@test.com,TXN_00711,ITM_062,4/27/2023,213.59,FAILED,IN_TRANSIT,STANDARD,EAST,BOOKS,9,252.44,564.87,93.40,22.11,22.89,Additional processing required,2023-02-17T18:30:00.000Z
CLI_0207,John Smith,reconcile234@test.com,TXN_00240,ITM_134,10/1/2023,912.45,COMPLETED,PENDING,STANDARD,NORTH,BOOKS,8,282.72,707.35,87.80,21.90,24.12,,2023-12-05T18:30:00.000Z
CLI_0149,Bob Wilson,reconcile235@test.com,TXN_00526,ITM_118,10/18/2023,880.12,FAILED,IN_TRANSIT,VIP,EAST,HOME,8,215.12,584.60,21.15,25.84,52.21,,2023-11-26T18:30:00.000Z
CLI_0046,John Smith,reconcile236@test.com,TXN_00575,ITM_172,11/7/2023,275.18,COMPLETED,IN_TRANSIT,STANDARD,WEST,HOME,2,172.00,595.94,20.76,19.40,30.25,,2023-11-26T18:30:00.000Z
CLI_0182,Alice Johnson,reconcile237@test.com,TXN_00834,ITM_009,2/3/2023,755.02,FAILED,IN_TRANSIT,VIP,EAST,FASHION,6,289.57,638.90,99.54,26.53,49.86,,2023-01-25T18:30:00.000Z
CLI_0059,Alice Johnson,reconcile238@test.com,TXN_00002,ITM_037,11/28/2023,424.14,FAILED,IN_TRANSIT,VIP,WEST,ELECTRONICS,3,112.60,484.21,17.07,20.13,58.45,,2023-09-18T18:30:00.000Z
CLI_0382,Jane Doe,reconcile239@test.com,TXN_00237,ITM_042,2/17/2023,170.76,FAILED,PENDING,STANDARD,WEST,HOME,4,133.34,812.70,88.64,17.57,8.28,,2023-02-13T18:30:00.000Z
CLI_0322,Bob Wilson,reconcile240@test.com,TXN_00921,ITM_043,2/12/2023,561.70,COMPLETED,DELIVERED,STANDARD,WEST,ELECTRONICS,1,158.05,672.64,54.26,18.36,19.30,,2023-03-21T18:30:00.000Z
CLI_0285,John Smith,reconcile241@test.com,TXN_00767,ITM_186,10/7/2023,357.32,COMPLETED,DELIVERED,PREMIUM,EAST,ELECTRONICS,6,24.04,886.53,58.21,10.69,51.91,Additional processing required,2023-05-25T18:30:00.000Z
CLI_0193,Bob Wilson,reconcile242@test.com,TXN_00940,ITM_168,1/10/2023,1043.39,COMPLETED,DELIVERED,VIP,SOUTH,BOOKS,7,147.06,711.60,94.52,11.30,15.61,Additional processing required,2023-04-23T18:30:00.000Z
CLI_0056,Jane Doe,reconcile243@test.com,TXN_00408,ITM_035,8/5/2023,146.99,PENDING,DELIVERED,STANDARD,EAST,HOME,7,14.49,545.39,84.84,13.44,61.21,,2023-06-12T18:30:00.000Z
CLI_0071,Bob Wilson,reconcile244@test.com,TXN_00815,ITM_122,11/25/2023,988.56,FAILED,PENDING,STANDARD,SOUTH,FASHION,3,62.26,234.18,39.86,12.76,7.91,,2023-10-16T18:30:00.000Z
CLI_0315,Alice Johnson,reconcile245@test.com,TXN_00399,ITM_066,9/17/2023,639.17,COMPLETED,IN_TRANSIT,VIP,SOUTH,FASHION,6,219.76,719.64,31.68,11.97,13.59,Additional processing required,2023-08-04T18:30:00.000Z
CLI_0340,Jane Doe,reconcile246@test.com,TXN_00132,ITM_177,11/2/2023,597.28,FAILED,DELIVERED,STANDARD,NORTH,HOME,4,79.85,449.59,63.02,21.71,53.63,,2023-06-22T18:30:00.000Z
CLI_0002,Jane Doe,reconcile247@test.com,TXN_00532,ITM_083,7/13/2023,637.73,COMPLETED,DELIVERED,VIP,WEST,FASHION,8,32.92,204.61,88.20,25.95,48.41,,2023-12-27T18:30:00.000Z
CLI_0232,Alice Johnson,reconcile248@test.com,TXN_00754,ITM_064,8/8/2023,819.65,COMPLETED,DELIVERED,STANDARD,NORTH,FASHION,7,87.73,445.43,2.78,27.43,19.78,Additional processing required,2023-08-21T18:30:00.000Z
CLI_0084,John Smith,reconcile249@test.com,TXN_00423,ITM_095,3/13/2023,531.60,COMPLETED,DELIVERED,VIP,EAST,FASHION,10,266.12,547.79,29.42,22.15,27.62,,2023-03-27T18:30:00.000Z
CLI_0284,Bob Wilson,reconcile250@test.com,TXN_00195,ITM_182,3/10/2023,686.32,COMPLETED,IN_TRANSIT,VIP,EAST,FASHION,2,171.23,357.43,52.57,5.25,51.94,,2023-04-17T18:30:00.000Z
CLI_0246,Bob Wilson,reconcile251@test.com,TXN_00163,ITM_098,11/11/2023,561.55,FAILED,DELIVERED,PREMIUM,WEST,ELECTRONICS,10,199.34,898.45,13.99,6.81,46.77,,2023-12-05T18:30:00.000Z
CLI_0263,Jane Doe,reconcile252@test.com,TXN_00499,ITM_119,6/22/2023,412.82,PENDING,IN_TRANSIT,PREMIUM,WEST,FASHION,3,234.98,816.32,64.95,16.70,17.65,,2023-02-05T18:30:00.000Z
CLI_0360,Bob Wilson,reconcile253@test.com,TXN_00728,ITM_005,9/5/2023,204.45,COMPLETED,PENDING,STANDARD,EAST,FASHION,5,241.23,827.67,47.37,28.09,44.59,,2023-05-24T18:30:00.000Z
CLI_0032,Alice Johnson,reconcile254@test.com,TXN_00936,ITM_094,2/20/2023,631.41,FAILED,IN_TRANSIT,PREMIUM,NORTH,ELECTRONICS,10,125.59,380.42,42.28,23.85,51.89,,2023-03-23T18:30:00.000Z
CLI_0186,Jane Doe,reconcile255@test.com,TXN_00752,ITM_074,9/3/2023,963.71,PENDING,IN_TRANSIT,PREMIUM,SOUTH,BOOKS,2,128.91,546.38,12.51,17.38,37.25,Additional processing required,2023-08-05T18:30:00.000Z
CLI_0466,Bob Wilson,reconcile256@test.com,TXN_00709,ITM_112,7/15/2023,1019.77,PENDING,IN_TRANSIT,PREMIUM,NORTH,BOOKS,2,143.83,345.38,48.34,28.15,49.43,Additional processing required,2023-09-11T18:30:00.000Z
CLI_0372,Bob Wilson,reconcile257@test.com,TXN_00807,ITM_169,3/15/2023,1032.17,COMPLETED,IN_TRANSIT,VIP,WEST,ELECTRONICS,7,51.67,801.07,1.13,14.77,20.49,,2023-12-16T18:30:00.000Z
CLI_0453,Jane Doe,reconcile258@test.com,TXN_00992,ITM_149,10/7/2023,963.04,COMPLETED,IN_TRANSIT,PREMIUM,EAST,FASHION,7,285.76,169.29,44.46,26.12,40.01,,2023-04-08T18:30:00.000Z
CLI_0450,Bob Wilson,reconcile259@test.com,TXN_00645,ITM_062,7/9/2023,330.50,FAILED,DELIVERED,VIP,EAST,FASHION,9,110.51,700.26,35.28,13.11,17.78,Additional processing required,2023-02-14T18:30:00.000Z
CLI_0320,Jane Doe,reconcile260@test.com,TXN_00527,ITM_018,10/20/2023,544.85,COMPLETED,PENDING,VIP,WEST,HOME,6,227.93,682.02,18.32,20.82,63.99,Additional processing required,2023-04-16T18:30:00.000Z
CLI_0350,Bob Wilson,reconcile261@test.com,TXN_00447,ITM_060,2/14/2023,591.51,COMPLETED,IN_TRANSIT,STANDARD,SOUTH,BOOKS,10,283.33,445.83,53.19,5.16,20.03,,2023-04-12T18:30:00.000Z
CLI_0350,John Smith,reconcile262@test.com,TXN_00039,ITM_076,9/20/2023,403.09,PENDING,PENDING,VIP,SOUTH,BOOKS,6,261.98,357.87,63.72,29.49,24.42,Additional processing required,2023-05-24T18:30:00.000Z
CLI_0394,John Smith,reconcile263@test.com,TXN_00784,ITM_149,7/16/2023,332.40,PENDING,PENDING,VIP,NORTH,HOME,2,37.59,330.33,56.66,16.56,26.40,Additional processing required,2023-04-11T18:30:00.000Z
CLI_0016,Bob Wilson,reconcile264@test.com,TXN_00099,ITM_150,10/9/2023,802.12,COMPLETED,IN_TRANSIT,STANDARD,WEST,HOME,4,152.71,225.25,33.22,25.92,37.53,Additional processing required,2023-02-16T18:30:00.000Z
CLI_0416,John Smith,reconcile265@test.com,TXN_00688,ITM_110,10/24/2023,206.84,FAILED,IN_TRANSIT,PREMIUM,WEST,FASHION,1,261.56,443.55,70.69,16.86,41.23,,2023-06-24T18:30:00.000Z
CLI_0095,Bob Wilson,reconcile266@test.com,TXN_00708,ITM_053,11/27/2023,621.11,COMPLETED,DELIVERED,PREMIUM,EAST,FASHION,6,46.39,819.77,1.74,24.39,40.24,,2023-08-15T18:30:00.000Z
CLI_0077,Jane Doe,reconcile267@test.com,TXN_00893,ITM_150,2/23/2023,166.14,PENDING,DELIVERED,PREMIUM,SOUTH,FASHION,10,67.03,586.35,36.64,22.54,54.79,,2023-03-20T18:30:00.000Z
CLI_0257,Alice Johnson,reconcile268@test.com,TXN_00527,ITM_172,11/21/2023,209.45,FAILED,DELIVERED,VIP,WEST,HOME,6,110.45,815.53,79.92,22.31,12.17,,2023-03-15T18:30:00.000Z
CLI_0418,Bob Wilson,reconcile269@test.com,TXN_00225,ITM_186,10/15/2023,691.14,PENDING,PENDING,PREMIUM,EAST,HOME,5,231.55,351.94,41.43,11.42,30.58,Additional processing required,2023-05-24T18:30:00.000Z
CLI_0224,Bob Wilson,reconcile270@test.com,TXN_00356,ITM_056,1/3/2023,606.12,PENDING,DELIVERED,STANDARD,SOUTH,BOOKS,1,276.31,128.63,34.26,17.68,49.95,,2023-11-25T18:30:00.000Z
CLI_0080,Alice Johnson,reconcile271@test.com,TXN_00020,ITM_012,5/14/2023,383.82,PENDING,PENDING,PREMIUM,EAST,BOOKS,1,204.89,697.38,73.30,21.69,51.77,Additional processing required,2023-07-06T18:30:00.000Z
CLI_0128,Jane Doe,reconcile272@test.com,TXN_00696,ITM_012,9/3/2023,705.51,COMPLETED,IN_TRANSIT,VIP,WEST,ELECTRONICS,3,130.68,486.45,13.94,27.15,33.75,,2023-08-12T18:30:00.000Z
CLI_0097,Alice Johnson,reconcile273@test.com,TXN_00676,ITM_048,9/25/2023,529.37,COMPLETED,PENDING,STANDARD,NORTH,FASHION,6,25.97,484.91,99.73,28.57,18.00,,2023-06-02T18:30:00.000Z
CLI_0247,Alice Johnson,reconcile274@test.com,TXN_00285,ITM_199,8/25/2023,259.74,COMPLETED,PENDING,VIP,WEST,BOOKS,3,204.61,669.65,97.91,9.41,41.97,,2023-02-21T18:30:00.000Z
CLI_0468,Alice Johnson,reconcile275@test.com,TXN_00795,ITM_071,2/17/2023,99.17,FAILED,IN_TRANSIT,PREMIUM,EAST,BOOKS,3,89.30,781.23,15.71,17.69,38.90,Additional processing required,2023-10-26T18:30:00.000Z
CLI_0320,Jane Doe,reconcile276@test.com,TXN_00620,ITM_072,8/22/2023,128.80,FAILED,DELIVERED,PREMIUM,EAST,BOOKS,9,204.74,554.29,69.69,7.67,33.30,,2023-02-22T18:30:00.000Z
CLI_0498,Alice Johnson,reconcile277@test.com,TXN_00521,ITM_186,12/3/2023,194.23,PENDING,PENDING,STANDARD,SOUTH,HOME,9,278.49,235.97,40.71,28.04,61.37,Additional processing required,2023-12-18T18:30:00.000Z
CLI_0475,John Smith,reconcile278@test.com,TXN_00198,ITM_024,6/19/2023,1006.77,COMPLETED,PENDING,PREMIUM,NORTH,FASHION,3,30.89,201.61,0.50,15.91,9.00,,2023-08-21T18:30:00.000Z
CLI_0314,Alice Johnson,reconcile279@test.com,TXN_00121,ITM_131,4/2/2023,472.49,FAILED,DELIVERED,STANDARD,SOUTH,ELECTRONICS,1,141.66,179.41,34.83,14.05,42.12,,2023-11-20T18:30:00.000Z
CLI_0486,John Smith,reconcile280@test.com,TXN_00162,ITM_046,10/24/2023,171.72,FAILED,PENDING,VIP,SOUTH,BOOKS,6,164.77,547.57,36.54,12.77,11.55,,2023-08-13T18:30:00.000Z
CLI_0306,Jane Doe,reconcile281@test.com,TXN_00840,ITM_028,10/23/2023,845.72,FAILED,DELIVERED,PREMIUM,WEST,HOME,10,99.64,883.01,16.16,16.89,32.63,,2023-12-09T18:30:00.000Z
CLI_0168,Bob Wilson,reconcile282@test.com,TXN_00629,ITM_057,9/12/2023,592.66,FAILED,PENDING,STANDARD,WEST,ELECTRONICS,4,214.02,212.35,34.90,14.89,38.87,Additional processing required,2023-02-07T18:30:00.000Z
CLI_0027,Jane Doe,reconcile283@test.com,TXN_00429,ITM_119,7/14/2023,636.81,COMPLETED,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,5,162.81,214.25,0.93,16.67,20.45,,2023-07-17T18:30:00.000Z
CLI_0339,John Smith,reconcile284@test.com,TXN_00309,ITM_167,2/20/2023,345.00,PENDING,IN_TRANSIT,VIP,EAST,ELECTRONICS,7,36.11,559.85,44.31,23.75,35.81,Additional processing required,2023-06-27T18:30:00.000Z
CLI_0340,Alice Johnson,reconcile285@test.com,TXN_00094,ITM_122,3/24/2023,204.95,FAILED,PENDING,PREMIUM,EAST,FASHION,9,24.19,621.56,22.33,26.20,29.53,,2023-06-14T18:30:00.000Z
CLI_0191,Alice Johnson,reconcile286@test.com,TXN_00819,ITM_193,10/17/2023,1001.31,FAILED,DELIVERED,VIP,SOUTH,FASHION,10,78.21,157.06,61.72,16.37,32.97,,2023-06-21T18:30:00.000Z
CLI_0072,Alice Johnson,reconcile287@test.com,TXN_00603,ITM_036,5/12/2023,609.26,COMPLETED,IN_TRANSIT,PREMIUM,WEST,ELECTRONICS,7,128.26,267.41,34.28,19.14,51.45,Additional processing required,2023-02-16T18:30:00.000Z
CLI_0491,John Smith,reconcile288@test.com,TXN_00292,ITM_067,11/3/2023,355.98,PENDING,DELIVERED,VIP,NORTH,BOOKS,4,109.60,577.45,27.46,10.32,26.24,Additional processing required,2023-01-23T18:30:00.000Z
CLI_0077,Alice Johnson,reconcile289@test.com,TXN_00758,ITM_060,3/20/2023,901.28,PENDING,PENDING,VIP,SOUTH,FASHION,3,305.58,264.20,24.68,5.86,41.40,Additional processing required,2023-10-15T18:30:00.000Z
CLI_0256,Alice Johnson,reconcile290@test.com,TXN_00501,ITM_178,9/22/2023,271.18,COMPLETED,DELIVERED,STANDARD,SOUTH,HOME,6,11.39,806.39,38.87,14.84,58.24,Additional processing required,2023-11-14T18:30:00.000Z
CLI_0213,Bob Wilson,reconcile291@test.com,TXN_00376,ITM_191,7/15/2023,631.31,PENDING,PENDING,STANDARD,NORTH,FASHION,6,266.19,897.59,84.71,22.14,44.73,,2023-07-13T18:30:00.000Z
CLI_0165,Alice Johnson,reconcile292@test.com,TXN_00910,ITM_014,9/2/2023,658.36,COMPLETED,PENDING,VIP,SOUTH,ELECTRONICS,4,130.70,154.68,11.58,21.76,8.99,,2023-07-21T18:30:00.000Z
CLI_0489,Jane Doe,reconcile293@test.com,TXN_00666,ITM_149,10/22/2023,985.21,PENDING,DELIVERED,STANDARD,NORTH,ELECTRONICS,7,49.16,532.16,85.89,18.37,55.92,Additional processing required,2023-02-25T18:30:00.000Z
CLI_0442,John Smith,reconcile294@test.com,TXN_00532,ITM_152,9/26/2023,571.17,PENDING,DELIVERED,PREMIUM,EAST,ELECTRONICS,3,239.18,338.84,23.64,5.74,56.84,Additional processing required,2023-02-04T18:30:00.000Z
CLI_0192,Bob Wilson,reconcile295@test.com,TXN_00112,ITM_116,10/1/2023,223.36,PENDING,DELIVERED,VIP,WEST,HOME,8,282.54,305.09,79.38,26.45,25.49,,2023-10-06T18:30:00.000Z
CLI_0442,Alice Johnson,reconcile296@test.com,TXN_00871,ITM_063,1/9/2023,194.75,COMPLETED,IN_TRANSIT,VIP,SOUTH,FASHION,7,141.05,228.39,62.48,17.62,19.77,,2023-11-27T18:30:00.000Z
CLI_0242,John Smith,reconcile297@test.com,TXN_00164,ITM_024,2/9/2023,600.84,PENDING,PENDING,VIP,EAST,ELECTRONICS,4,201.04,418.13,9.97,19.24,37.92,,2023-06-13T18:30:00.000Z
CLI_0366,Alice Johnson,reconcile298@test.com,TXN_00196,ITM_065,8/23/2023,763.83,COMPLETED,DELIVERED,VIP,SOUTH,HOME,6,213.37,209.38,50.20,14.11,24.27,Additional processing required,2023-06-05T18:30:00.000Z
CLI_0482,Bob Wilson,reconcile299@test.com,TXN_00712,ITM_190,8/20/2023,867.94,PENDING,PENDING,VIP,SOUTH,FASHION,4,288.44,768.57,81.64,23.57,35.15,Additional processing required,2023-10-13T18:30:00.000Z
CLI_0033,John Smith,reconcile300@test.com,TXN_00567,ITM_029,1/15/2023,77.92,FAILED,IN_TRANSIT,STANDARD,EAST,HOME,2,251.85,761.76,3.15,11.60,17.69,,2023-06-04T18:30:00.000Z
